car_id,brand,model,variant,body_type,year,price,fuel_type,mileage,transmission,seating_capacity,engine_cc,power_hp,torque_nm,safety_rating,safety_features,comfort_features,ground_clearance_mm,boot_space_liters,maintenance_cost_annual,warranty_years,colors_available,resale_value_3yr_percent,resale_value_5yr_percent,city_suitability_score,highway_suitability_score,mileage_score,performance_score,safety_score,comfort_score
196,Toyota,Innova Hycross,Alpha,mpv,2024,3598848,Hybrid,29.3,CVT,7,2500,176,235,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",183,311,109654,5,7,68.6,47.2,6.5,8.2,9.8,8.8,10,12.0
197,Honda,Elevate,VX,suv,2022,2212045,Petrol,18.3,Manual,5,2200,168,202,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",210,276,44644,4,9,58.5,40.1,6.7,8.8,6.1,8.4,10,12.0
198,Renault,Triber,LX,mpv,2022,2678078,Petrol,20.8,Manual,8,2000,110,145,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,356,96816,5,7,64.7,48.0,6.5,8.4,6.9,5.5,8,12.0
199,Hyundai,Aura,VX,sedan,2022,1859425,Petrol,17.5,Manual,5,1600,119,160,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",182,405,44103,3,7,56.9,46.6,7.0,7.2,5.8,5.9,8,10.0
200,Maruti Suzuki,Ertiga,ZX,mpv,2020,3757549,Petrol,21.4,Manual,8,1500,142,173,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",169,214,95178,4,9,62.1,42.9,7.7,9.6,7.1,7.1,10,12.0
201,Maruti Suzuki,WagonR,LX,hatchback,2020,725084,Petrol,23.7,Manual,5,1000,66,89,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",169,332,16801,5,10,69.1,47.8,8.5,7.3,7.9,3.3,10,10.0
202,Mahindra,XUV300,LX,suv,2025,4776212,Diesel,18.8,Manual,5,1600,135,185,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",195,202,188071,5,8,65.3,42.3,7.5,8.5,6.3,6.8,8,12.0
203,MG,Comet EV,Base,hatchback,2025,785953,Electric,312.0,Automatic,7,0,107,132,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",166,255,26553,4,6,58.8,40.6,9.4,7.1,10.0,5.4,8,10.0
204,Renault,Triber,Top,mpv,2025,3593965,Petrol,15.9,CVT,8,1500,167,208,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",173,338,98267,3,9,60.7,42.8,6.0,9.7,5.3,8.3,8,12.0
205,Toyota,Glanza,LX,hatchback,2021,1076080,Petrol,18.0,Automatic,5,1000,80,105,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",161,283,25366,3,5,62.3,41.5,9.1,7.7,6.0,4.0,8,10.0
206,MG,Astor,ZX,suv,2024,3186328,Petrol,12.2,Automatic,7,2200,181,220,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",206,294,114341,3,7,62.9,51.0,7.7,8.2,4.1,9.1,8,12.0
207,Hyundai,Verna,LX,sedan,2021,1974977,Petrol,19.9,Manual,5,1600,115,152,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",187,509,74370,3,9,61.0,45.1,7.3,9.0,6.6,5.8,6,10.0
208,MG,Hector,Alpha,suv,2022,5154582,Diesel,19.9,Manual,7,2000,177,225,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",204,396,159816,5,7,69.4,46.7,6.8,9.5,6.6,8.8,8,12.0
209,Honda,Jazz,VX,hatchback,2022,750309,Petrol,23.8,Manual,5,1200,77,113,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",161,367,20343,3,7,68.3,43.7,8.5,6.6,7.9,3.9,8,8.0
210,Hyundai,Tucson,Top,suv,2021,4185845,CNG,27.1,Manual,5,1500,199,242,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",202,311,118586,3,10,64.8,49.0,6.0,9.6,9.0,9.9,10,12.0
211,Honda,Jazz,Alpha,hatchback,2021,852554,Petrol,15.9,Automatic,5,1200,85,126,5,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",173,324,30459,3,7,56.2,48.6,8.1,6.8,5.3,4.2,10,8.0
212,Renault,Triber,Top,mpv,2023,3195513,Petrol,14.4,CVT,7,1600,109,139,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",186,347,69636,5,8,60.5,42.9,6.7,9.3,4.8,5.5,8,12.0
213,Honda,City,SX,sedan,2021,1307595,Petrol,17.3,Manual,5,1600,103,128,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",188,413,32508,5,7,55.2,50.4,7.2,7.9,5.8,5.2,10,10.0
214,Maruti Suzuki,Grand Vitara,Alpha,suv,2021,6415089,Petrol,21.0,CVT,7,1500,148,203,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",182,265,150154,4,10,64.3,40.8,7.3,8.0,7.0,7.4,8,12.0
215,Kia,Carens,Mid,suv,2024,4477585,Diesel,18.8,Manual,7,2000,162,236,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",191,250,134385,4,10,55.3,43.7,7.1,8.7,6.3,8.1,8,12.0
216,Maruti Suzuki,Ertiga,ZX,suv,2021,6376242,Petrol,23.7,Automatic,5,2000,149,218,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",181,342,248560,3,7,68.5,49.9,6.2,8.8,7.9,7.5,10,12.0
217,Kia,Carens,SX,suv,2022,2876521,Petrol,13.7,Manual,5,2500,117,155,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,367,111208,3,5,63.4,54.2,6.2,8.6,4.6,5.8,10,12.0
218,Tata,Altroz,EX,hatchback,2022,858870,Diesel,21.3,Manual,5,800,68,85,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",179,309,21143,3,5,65.3,47.1,9.0,7.2,7.1,3.4,10,8.0
219,Kia,Carens,Top,mpv,2024,3267871,Petrol,14.7,DCT,7,2200,128,182,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,252,69679,4,8,65.3,53.0,7.8,8.9,4.9,6.4,10,12.0
220,Maruti Suzuki,XL6,EX,mpv,2020,1201912,Petrol,20.9,AMT,7,2200,105,153,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",182,299,36445,5,6,59.4,46.0,6.6,9.7,7.0,5.2,8,10.0
221,Kia,Sonet,Alpha,suv,2023,6060309,Diesel,21.6,Automatic,5,1600,199,273,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",214,234,168848,4,5,57.7,48.9,7.4,8.4,7.2,9.9,10,12.0
222,MG,Comet EV,ZX,hatchback,2024,1040967,Electric,438.3,Automatic,5,0,103,127,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",176,348,35952,5,6,60.7,45.7,9.5,7.8,10.0,5.2,8,10.0
223,Tata,Tigor,Base,sedan,2023,1535871,Petrol,15.7,Manual,5,1600,91,112,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",184,464,31092,4,9,67.1,49.1,8.0,7.4,5.2,4.5,6,10.0
224,MG,Hector Plus,SX,mpv,2025,2191681,Petrol,19.2,Automatic,8,2500,126,153,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",185,289,45443,3,9,67.6,44.5,7.8,8.1,6.4,6.3,6,12.0
225,Tata,Nexon EV,Alpha,suv,2020,8542137,Electric,335.5,Automatic,7,0,172,254,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",199,282,233810,4,8,67.6,41.0,6.9,8.2,10.0,8.6,6,12.0
226,Honda,Elevate,Alpha,suv,2025,1937826,Petrol,12.7,DCT,7,2200,177,257,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",219,344,57995,5,8,62.4,42.7,7.2,9.4,4.2,8.8,8,10.0
227,Hyundai,i20,Mid,hatchback,2022,959988,Petrol,14.5,Manual,5,1000,82,112,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",169,315,34371,4,9,63.2,51.5,8.2,6.7,4.8,4.1,8,8.0
228,Tata,Tigor,ZX,sedan,2024,876942,Diesel,27.0,CVT,5,1500,89,123,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",190,505,33811,3,7,63.5,50.2,8.1,7.0,9.0,4.5,10,10.0
229,Nissan,Magnite,Mid,suv,2020,1105723,Diesel,19.4,AMT,5,2500,121,165,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",200,381,22813,4,8,68.2,45.6,7.7,8.6,6.5,6.0,8,10.0
230,Renault,Kiger,Mid,suv,2020,1698341,Petrol,14.4,Automatic,7,1500,161,236,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",213,279,60309,3,9,65.2,42.0,7.4,8.9,4.8,8.1,6,10.0
231,Renault,Kwid,VX,hatchback,2022,538057,CNG,24.0,Automatic,5,1200,79,95,5,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",180,303,14214,3,7,63.0,51.6,9.3,6.5,8.0,4.0,10,4.0
232,Tata,Punch,Base,suv,2024,1558786,Diesel,22.7,Automatic,5,2000,170,220,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",190,218,40883,4,8,55.8,40.4,7.8,8.1,7.6,8.5,6,10.0
233,Nissan,Magnite,ZX,suv,2022,1766554,Diesel,24.6,CVT,7,1500,189,253,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",194,257,40408,5,7,60.9,50.5,7.3,9.6,8.2,9.4,8,10.0
234,Toyota,Innova Hycross,Base,mpv,2024,1273482,Hybrid,20.7,AMT,8,2200,121,155,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",177,382,45762,4,10,56.1,44.5,6.9,9.2,6.9,6.0,8,10.0
235,MG,Hector Plus,ZX,mpv,2023,3390877,Petrol,20.3,DCT,8,2500,188,238,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",167,389,130946,5,5,63.9,46.9,7.1,9.6,6.8,9.4,8,12.0
236,Tata,Safari,Mid,suv,2021,4460315,Petrol,19.2,AMT,5,1500,111,140,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",217,393,145953,3,10,57.2,48.0,6.8,9.2,6.4,5.6,6,12.0
237,Toyota,Hilux,EX,suv,2025,1811246,Diesel,27.0,Manual,7,2500,165,218,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",203,340,71287,3,9,67.3,45.4,7.7,9.7,9.0,8.2,6,10.0
238,Mahindra,Marazzo,ZX,mpv,2021,3412914,Petrol,16.9,CVT,7,2200,117,147,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",176,306,78788,5,6,55.2,49.7,6.3,9.8,5.6,5.8,8,12.0
239,Hyundai,Verna,SX,sedan,2021,1863520,Diesel,23.5,Automatic,5,1500,115,166,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",178,401,58810,5,10,62.5,46.2,8.1,7.7,7.8,5.8,8,10.0
240,Maruti Suzuki,XL6,Mid,mpv,2020,1306180,Petrol,23.5,Automatic,7,2000,159,215,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",180,361,45499,5,10,64.5,52.0,6.6,8.1,7.8,8.0,8,10.0
241,Toyota,Glanza,SX,hatchback,2020,897140,Petrol,17.6,Manual,5,1000,78,97,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",161,371,28316,5,10,69.9,52.1,9.2,6.6,5.9,3.9,8,10.0
242,Hyundai,Aura,VX,sedan,2021,1412606,Petrol,19.4,Manual,5,1200,87,120,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",176,444,35633,5,8,57.7,47.9,7.1,9.0,6.5,4.3,10,10.0
243,Tata,Tigor,EX,sedan,2022,1903917,Petrol,14.9,Manual,5,1200,116,164,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",166,442,55747,4,8,66.2,51.3,8.1,7.8,5.0,5.8,8,10.0
244,Kia,Carens,Top,mpv,2024,2614666,Petrol,17.2,Manual,8,2000,167,234,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",182,363,70796,4,10,67.9,45.0,6.5,8.2,5.7,8.3,6,12.0
245,Renault,Kiger,ZX,suv,2020,1040440,Petrol,22.0,Automatic,7,2500,113,158,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",192,208,21301,3,9,64.8,52.5,7.9,9.3,7.3,5.6,8,10.0
246,Hyundai,Grand i10 Nios,Top,hatchback,2022,1291635,Petrol,21.2,Automatic,5,1200,71,90,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",168,359,43714,5,7,57.4,41.1,9.6,6.8,7.1,3.5,8,10.0
247,Toyota,Glanza,VX,hatchback,2022,732499,Petrol,12.8,AMT,7,800,91,112,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",179,277,28019,5,5,55.5,41.1,9.5,7.6,4.3,4.5,8,8.0
248,Maruti Suzuki,Ertiga,Base,mpv,2020,2183410,Diesel,19.2,Automatic,8,1500,165,233,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",180,311,61306,5,9,58.4,45.8,7.4,9.6,6.4,8.2,10,12.0
249,Hyundai,Alcazar,VX,suv,2025,1752682,Petrol,23.5,Automatic,5,2000,110,159,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",191,341,36432,4,6,59.5,45.9,6.2,9.4,7.8,5.5,10,10.0
250,MG,Comet EV,LX,hatchback,2020,927806,Electric,328.0,Automatic,5,0,231,293,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",177,365,36491,3,7,55.8,51.8,8.1,6.2,10.0,10.0,8,10.0
251,Renault,Triber,LX,mpv,2020,3135630,CNG,28.8,AMT,7,2500,105,133,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",165,244,102388,4,8,64.2,52.5,6.1,9.6,9.6,5.2,8,12.0
252,Hyundai,Verna,ZX,sedan,2023,2268243,Diesel,19.9,CVT,5,1500,93,132,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",175,416,50842,3,6,65.4,48.3,7.9,8.9,6.6,4.7,8,12.0
253,Maruti Suzuki,Dzire,EX,sedan,2025,2026555,Petrol,12.2,Manual,5,1200,80,100,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",185,472,57401,4,6,58.1,49.6,8.0,7.8,4.1,4.0,6,12.0
254,Tata,Tiago,SX,hatchback,2025,858996,Petrol,13.1,AMT,5,800,95,120,3,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",177,379,20947,5,6,59.1,42.9,9.6,7.4,4.4,4.8,6,10.0
255,MG,Hector Plus,Top,mpv,2020,3025796,Petrol,12.5,CVT,8,2200,132,171,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,316,63137,5,9,57.6,51.8,7.0,8.2,4.2,6.6,10,12.0
256,Mahindra,Marazzo,EX,mpv,2023,2707526,Petrol,20.1,Manual,7,2000,129,158,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",171,296,102418,3,9,62.3,53.4,6.3,9.9,6.7,6.5,10,12.0
257,Kia,Seltos,SX,suv,2023,3554833,Diesel,23.6,Manual,5,1600,104,146,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",188,228,131646,4,6,66.4,43.3,6.6,8.3,7.9,5.2,6,12.0
258,Renault,Triber,SX,mpv,2023,3114750,Diesel,16.2,Manual,7,2000,155,212,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",183,238,119217,3,5,55.6,47.1,7.5,8.1,5.4,7.8,10,12.0
259,Renault,Triber,Mid,mpv,2023,979920,Petrol,14.9,Manual,8,1600,145,186,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",180,371,25572,5,9,66.2,40.4,6.9,9.5,5.0,7.2,8,8.0
260,Toyota,Innova Crysta,Mid,mpv,2024,1077794,Petrol,20.3,AMT,8,2000,189,280,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",184,285,37415,3,10,60.5,40.8,6.8,8.9,6.8,9.4,8,10.0
261,Maruti Suzuki,Ertiga,Top,suv,2021,3142428,Petrol,18.7,DCT,5,1600,169,208,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",217,379,76033,5,7,60.3,44.0,7.4,8.6,6.2,8.4,8,12.0
262,Hyundai,Alcazar,SX,suv,2020,3782029,Petrol,13.5,Automatic,7,2000,186,275,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",184,248,143104,4,5,60.9,42.7,7.9,8.2,4.5,9.3,10,12.0
263,Tata,Punch,Top,suv,2024,2349782,CNG,23.5,DCT,7,2200,156,221,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",192,216,48031,3,10,60.0,48.7,7.3,9.6,7.8,7.8,6,12.0
264,MG,Hector Plus,VX,mpv,2021,2502639,Petrol,22.8,Manual,7,1600,161,211,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",166,237,67727,4,9,68.9,50.7,6.6,9.9,7.6,8.1,8,12.0
265,Tata,Tigor,Mid,sedan,2021,995019,Petrol,15.8,AMT,5,1500,103,129,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",176,437,27321,5,9,59.5,53.8,7.8,8.0,5.3,5.2,8,10.0
266,Maruti Suzuki,Ertiga,SX,suv,2022,2320590,Diesel,27.6,AMT,7,2000,188,231,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",182,235,77879,3,5,61.0,52.6,6.9,8.2,9.2,9.4,8,12.0
267,Maruti Suzuki,Dzire,VX,sedan,2022,1841031,Petrol,13.0,Manual,5,1600,105,132,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",177,437,63182,4,8,60.6,44.3,7.7,9.0,4.3,5.2,8,10.0
268,Renault,Kwid,SX,hatchback,2022,1036798,Petrol,17.0,Manual,5,1200,87,123,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",166,327,30577,5,5,69.0,48.9,8.8,6.0,5.7,4.3,8,10.0
269,Kia,EV6,Base,suv,2022,4526620,Electric,464.6,Automatic,7,0,157,211,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",194,206,162163,3,7,69.3,52.5,6.9,9.3,10.0,7.9,10,12.0
